x,v,a,E,f
0.24734333522341387,-0.7705675382061596,-30.793840873070206,0.7289275693244179,-40.50509927313548
0.24556605260214776,-0.9530555555555555,-644657709877.3678,0.7169532115802051,-76.11621406277698
0.24352847599042768,-1.0852777777777778,-665426579928.3489,0.7054552968957715,-110.88410851132267
0.2412220820527927,-1.2219444444444445,-688024679181.4911,0.6944652748805991,-145.25004068760634
0.23863836200457422,-1.3625,-706964820255.5845,0.6840140032274973,-178.67854105739207
0.2357688582594408,-1.5075,-728063199148.5222,0.6741316229598842,-210.63844157641492
0.2326052024425032,-1.6566666666666667,-748986230110.3445,0.6648474332318359,-240.59025666284674
0.2291391546576997,-1.81,-770376821140.5266,0.656189766177142,-268.04012962325476
0.22536264389074998,-1.9672222222222222,-790300056833.2977,0.6481858623141701,-292.57069215858354
0.22126780942183455,-2.1283333333333334,-809808250583.8489,0.6408617470219728,-313.89795125648646
0.21684704311535763,-2.2930555555555556,-827385333972.68,0.6342421086096569,-331.90146379697285
0.21209303244771435,-2.461388888888889,-844510549280.1422,0.628350178505531,-346.66017214691465
0.2069988041279378,-2.6333333333333333,-862881416486.1733,0.6232076140948823,-358.444142169973
0.20155776816047538,-2.808333333333333,-878855946145.08,0.6188343847353583,-367.66859053711886
0.19576376219416444,-2.986111111111111,-891794070837.2711,0.6152486614768042,-374.8515378062883
0.18961109599677026,-3.1669444444444443,-906838273252.6934,0.6124667110079881,-380.5502279236954
0.1830945958902393,-3.35,-918233390990.0133,0.6105027943459267,-385.2643411484655
0.17620964897812985,-3.535277777777778,-928785575002.7023,0.6093690707744713,-389.4337139062163
0.16895224699353323,-3.6287009922983082,-46.71160726026509,0.6090755075274398,-391.4559685202385
0.16131902959321165,-3.8166087001607862,-93.95385393123892,0.6096297956978785,-395.4359596171004
0.15330732692166635,-4.100833333333333,-950579752983.52,0.6110372728390361,-401.58238756929
0.14491520126744034,-4.291481069042316,-957072514068.0178,0.6133008527043488,-406.0745904791007
0.13614148763315045,-4.386856817144939,-47.687874051311546,0.6164209625532155,-408.9414663483173
0.1269858330405792,-4.673333333333333,-955824339735.9645,0.6203954884266272,-416.14600000616963
0.11744873439257303,-4.7685493240030805,-47.60799533487377,0.6252197287718769,-419.79440354222317
0.10753157471463193,-4.958579838970546,-95.01525748373254,0.6308863567686667,-425.8173856948046
0.09723665760077901,-5.147458556926452,-94.43935897795299,0.6373853916800436,-432.23178817422917
0.08656723969071402,-5.427638888888889,-930042701129.1912,0.6447041795208199,-440.9550614078051
0.07552756100829015,-5.611527777777778,-917617797272.8356,0.6528273833035654,-448.09424498849324
0.06412287299506372,-5.70234400661321,-45.40811441771582,0.6617369830880075,-453.70666105291997
0.0523594640770136,-5.970208333333333,-885746700834.4623,0.6714122860238727,-463.3991305560907
0.040244682607523855,-6.057390734744867,-43.591200705766795,0.6818299465400147,-469.7260336073613
0.027786957035380873,-6.313055555555556,-842601167321.5377,0.6929639967942209,-479.9452506740966
0.014995813152781486,-6.395571941299688,-41.258192872066296,0.7047858874594177,-486.9272955232655
0.0018818882852708173,-6.556962433755328,-80.6952462278198,0.7172645389042902,-495.91456170942564
-0.011543057707001226,-6.7124729961360154,-77.75528119034362,0.7303664027971535,-505.1262583377857
-0.02526613473920504,-6.933784722222223,-723039971063.7067,0.744055534040631,-516.0504017512064
-0.0392733182367905,-7.072152777777778,-686158721343.6888,0.7582936729183622,-525.553914454848
-0.05354944840010596,-7.202638888888889,-646254609330.4266,0.7730403373159288,-535.190434973084
-0.06807823309356882,-7.324722222222222,-603781343984.9867,0.7882529248360965,-544.9298404797844
-0.08284226114346621,-7.437777777777778,-558083592165.36,0.8038868335468172,-554.7385126423264
-0.09782303244679358,-7.490385651663677,-26.303936942949388,0.8198956095614338,-563.5071491233125
-0.11300095128627548,-7.5889594197409425,-49.28688403863286,0.8362310493553717,-573.4619432450125
-0.1283553373232144,-7.717777777777778,-406172237571.0845,0.8528433292640433,-584.2519404017128
-0.14386444731744433,-7.789444444444444,-349173560000.2756,0.8696811524211187,-593.9978891258494
-0.15950550083001694,-7.849722222222222,-292188198925.55554,0.8866919036488324,-603.6436548459384
-0.17525470992480235,-7.8975,-229137670746.36444,0.9038218118333564,-613.1387062103
-0.19108731287204253,-7.932777777777778,-164894838375.00446,0.9210161192811404,-622.4553714419447
-0.2069776118435073,-7.955277777777778,-101363938408.55112,0.9382192575158083,-631.559381847506
-0.22289901457529385,-7.963888888888889,-31900727502.293335,0.9554029909554556,-640.4009056357801
-0.23882407996052865,-7.965277777777778,-27472810013.36889,0.9724824279339174,-649.095364817296
-0.2547385754925962,-7.946111111111111,111455633249.68,0.9894005444056088,-657.3245874229175
-0.27059936142713387,-7.912222222222222,181852801388.8889,1.0061002639425656,-665.1824960088244
-0.28637669520701337,-7.888666889939742,11.777666141239862,1.022524657098311,-673.1811992921993
-0.30204020726151204,-7.83175602724933,28.45543134520587,1.0386171432898044,-680.3445909366546
-0.3175589655056393,-7.717777777777778,416346219184.8,1.0543216944562157,-686.1239985803397
-0.3329015432392519,-7.622222222222222,491058938391.7156,1.0695830397351598,-692.1297443673467
-0.3480360903092597,-7.567273535003881,27.4743436091702,1.08434687038181,-698.8208955116457
-0.362930407384767,-7.4471585377536496,60.057498625115834,1.098560044144114,-703.8607909749344
-0.3775520231817718,-7.31080789850238,68.17531962563488,1.1121707882982121,-708.2875210607077
-0.39186827446109856,-7.158125639663386,76.3411294194966,1.1251289005422174,-712.0712008384769
-0.40584638861064604,-6.989057074773729,84.53428244482845,1.1373859469438246,-715.1837296225833
-0.419453568610798,-6.705555555555556,981128639630.5422,1.1488954561378235,-715.4400294776826
-0.432657080170051,-6.601755779626483,51.89988796453622,1.1596131089735293,-719.2927637584431
-0.4454243408065666,-6.268888888888889,1148332130168.0532,1.1694969228194587,-717.7094472982411
-0.4577230106405629,-6.149334916998145,59.77698594537223,1.1785074297432871,-720.4310799415045
-0.46952108465216885,-5.7683333333333335,1308082245910.16,1.1866078477991708,-716.9457336953508
-0.4807869861497402,-5.632950748785665,67.69129227383435,1.1937642446719883,-718.4527138792839
-0.49148966118458753,-5.351337517423667,140.80661568099893,1.1999456929487928,-716.2603720874536
-0.5015986736397599,-5.054506227586154,148.41564491875602,1.205124416311847,-713.2530491932076
-0.5110843007128949,-4.582222222222223,1607197741067.9023,1.2092759259748747,-705.8571925350619
-0.519917628506303,-4.248888888888889,1679092139369.0933,1.2123791467145957,-701.0427747056232
-0.5280706474313827,-3.902222222222222,1744266556864.6223,1.214416531883098,-695.4191739325153
-0.5355163471292363,-3.7228498489268427,89.6861866476896,1.2153741668230258,-692.9965454548733
-0.5422288106049706,-3.168888888888889,1874927077535.8489,1.2157882151030237,-681.7137897447369
-0.5481833072696828,-2.9772483323560723,95.8202782664083,1.2145582417642824,-678.0649177296423
-0.5533563845815439,-2.387777777777778,1989198704065.351,1.2122267604840322,-665.2641085549656
-0.5577266040327923,-2.1851097256241885,101.33402607679467,1.2087952028620175,-660.1271421886701
-0.5612739719810551,-1.5644444444444445,2094069039947.7312,1.204268970887008,-645.1852890639274
-0.5639793754733978,-1.2555037152761348,102.83703097988914,1.1986574607199274,-631.0952160842645
-0.5658253137650889,-0.7055555555555556,2175875031698.291,1.191974071943006,-590.4971845687683
-0.5667959790038425,-0.2644444444444444,2210648671923.334,1.1842362022010284,-528.1585769016683
-0.5668773332815319,0.18333333333333332,2241896620174.4287,1.1754652269023718,-445.776733273597
-0.5660571824410984,0.6377777777777778,2278845006032.0396,1.1656864641202265,-346.45560459849503
-0.5643252460621975,1.0955555555555556,2297710169981.3057,1.1549291245873272,-232.99611273964103
-0.5616732233793554,1.5566666666666666,2308398304176.0557,1.143226246837195,-107.81490281571477
-0.557844905414827,2.046875,776722662320.8438,1.1298117038473046,35.891833744305835
-0.5535859790761348,2.268734870045122,118.18500330992154,1.1171346775283986,163.5373029203234
-0.5481445848602363,2.953333333333333,2328223151122.151,1.1028304127240998,301.12825021931377
-0.5417708580680575,3.42,2333230939001.2534,1.0877492319018556,415.6242840188117
-0.5344672231080522,3.8833333333333333,2317010468538.96,1.0719418299798478,503.26249328204636
-0.5262383787666228,4.344444444444444,2302062725129.0933,1.0554620382090276,563.2645876602804
-0.5170913281839452,4.801111111111111,2277678695939.049,1.0383666613877662,599.9001626948099
-0.5070354027627575,5.253333333333333,2255509005867.742,1.020715302653881,619.9589326892828
-0.49608227981814246,5.698888888888889,2225052601155.9023,1.0025701764144692,629.9352567928374
-0.4842459937923845,6.136111111111111,2181424546724.2222,0.9839959100264823,634.5341566437781
-0.4715429408759078,6.565,2136443029287.4756,0.9650593348914852,636.5252815151678
-0.45799187689305004,6.983888888888889,2085235657350.791,0.9458292676762637,637.2325184081462
-0.4436139083299572,7.391666666666667,2028445142550.3823,0.9263762824167081,637.2155083931843
-0.42843247640115634,7.787222222222222,1966634465658.8623,0.9067724743054558,636.6828878308257
-0.41247333407132075,7.979571164917785,96.17447134778159,0.8870912160039276,631.6253405691948
-0.39576451596933776,8.536666666666667,1824034066847.0579,0.8674069073564461,634.3118549897042
-0.3783363011529502,8.714107408193776,88.72037076355436,0.8477573100753208,628.7882149698388
-0.360221168703962,9.0575662244941,171.72940815016153,0.82825590283152,626.799952403767
-0.34145374615612006,9.540555555555555,1569697440800.1956,0.80897879188226,627.7962644187352
-0.32207075078035735,9.691497687881348,75.47106616289672,0.7900020584601835,621.7715358756764
-0.302110923774963,10.117222222222223,1374185551374.8623,0.7714014888866774,621.6807235099932
-0.28161495743135956,10.24798317180172,65.38047478974812,0.753252303963146,615.467892630331
-0.2606254153695424,10.494771030908558,123.3939295534191,0.7356288886804436,611.8882671843095
-0.23918664596064315,10.719384704449627,112.30683677053477,0.7186045232932181,608.0517901740968
-0.21734468907760807,11.01388888888889,929847680403.04,0.7022511168082535,605.9330481206863
-0.1951471763384239,11.09875636959207,42.43374035159061,0.6866389439338968,599.6971677557324
-0.1726432250297047,11.320277777777777,683567594644.6755,0.6718363865313386,596.6542017342298
-0.14988332592158793,11.435277777777777,553724817196.0712,0.6579096805978246,591.742268520789
-0.1269192252078405,11.524444444444445,424279993324.0356,0.6449221019645288,586.6900593704818
-0.10380380082760343,11.586666666666666,289776377332.12445,0.6329343048873534,581.509534303388
-0.08059093344736663,11.621666666666666,152451616688.87112,0.622004662754108,576.2286407826087
-0.05733537240339976,11.627780521983427,3.056927658380279,0.6121884769174927,570.8449639037061
-0.03409259692593296,11.621387738733391,-3.1963916250177222,0.6035377657419289,565.7283642432606
-0.010918672986768893,11.586961969582022,-17.21288457568447,0.5961010648289456,560.584693121411
0.012129893868308008,11.52428342753844,-31.339271021790765,0.5899232392620148,555.4357932909006
0.03499630932212097,11.378194444444444,-550572885352.8711,0.5850453086686713,549.1664849769628
0.05762364432552256,11.244375,-693479299677.3689,0.5815042858510977,543.7759778546367
0.0799549919584702,11.082222222222223,-835183486208.1956,0.5793330296862631,538.4439247537325
0.10193362668163311,10.989317361581447,-46.45243032038766,0.5785601129433594,535.1988168820593
0.12350316553253049,10.673194444444444,-1116642317554.7734,0.5784947947718154,528.0242542051595
0.1446077308065411,10.552282637005296,-60.45590371957393,0.5805883110340107,525.4177652594469
0.1651921137506407,10.153055555555556,-1392472137130.1511,0.5841425562264208,517.4476615876165
0.18520193878662863,10.004912517993963,-74.07151878079603,0.5891679100976298,515.9099087133412
0.2045838277707664,9.69094449206887,-156.9840129625469,0.5956700312011944,511.61807097681486
0.2232855637884291,9.172222222222222,-1787886884542.969,0.6036498248665209,503.77976933608755
0.2412562539754394,8.794166666666667,-1913313537586.8088,0.6131034289779527,499.5270908452666
0.2584464908523748,8.392222222222221,-2030585164274.8088,0.6240222176908271,495.46550151743605
0.27480851165432435,7.966111111111111,-2150711915112.1777,0.636392823141089,491.5837679328634
0.29029635513633656,7.517777777777778,-2263248596840.0713,0.6501971751322253,487.9125562963126
0.3048660153342162,7.284830098939814,-116.47383941898183,0.6654125587101196,489.372117896942
0.31847559176140183,6.80478821359281,-240.02094267350162,0.6820116894632264,486.35311146066664
0.3310854355254351,6.0488888888888885,-2562377983338.4443,0.6999628063125507,478.2131117259252
0.3426582908520054,5.521111111111111,-2655287834590.711,0.719229781483588,475.42118588009015
0.35315943151076507,4.977222222222222,-2735667630219.9023,0.7397722472809504,472.87435672520826
0.362556791645065,4.698680067149959,-139.27107753613154,0.7615457392162048,476.45119278219767
0.3708210905174389,4.132149436186945,-283.26531548150655,0.7845018549707441,474.5319975514513
0.37792595069410273,3.552430088331917,-289.8596739275138,0.8085884286086564,472.8383963310846
0.3838480092048903,2.6616666666666666,-2996020540238.8887,0.833749719389788,465.0408300438685
0.38856702122993636,2.0555555555555554,-3041935921791.4487,0.859926614470861,463.6848441973146
0.3920666482535203,1.4427777777777777,-3072813371921.709,0.8870568447228253,462.59444807525114
0.394333841344082,0.824519052576517,51.698312529657436,0.9150752128359414,461.7153122390349
0.3953582235231666,0.2,-3124408165780.593,0.9439138328305157,437.5487133733193
0.39513285470624715,-0.42594654788418707,-3142109698110.513,0.9735023800413459,382.76351616842555
0.393654292386183,-1.0527777777777778,-3137473890959.952,1.0037683505973123,298.71030718106664
0.3909226426430356,-1.6788888888888889,-3133144426209.5244,1.0346373293753148,186.92655098366288
0.3869416011769532,-2.3016666666666667,-3113948246229.9624,1.066033265369366,49.14384473592469
0.38171848409937126,-2.805403659374749,-158.01315114829563,1.0978787534945063,-114.22490062601815
0.3752642481612935,-3.5327777777777776,-3059043112905.4,1.1300953210268248,-287.410339306791
0.3675935003941523,-4.136666666666667,-3015337923885.8535,1.1626037192160044,-440.903328536548
0.35872449670376594,-4.730555555555555,-2962905288302.9067,1.1953242166644336,-559.6804986622839
0.34867912947639407,-5.312777777777778,-2903262154159.262,1.2281768949614265,-642.9113766806828
0.33748290398486325,-5.881111111111111,-2832247406180.1245,1.2610819447124317,-699.5165898120129
0.3251649035221968,-6.433888888888889,-2751085457328.72,1.293959960874288,-740.260263336659
0.31175774320946553,-6.97,-2666329574612.951,1.3267322361965976,-773.1361344404165
0.29729751246024766,-7.486666666666666,-2567565118600.809,1.3593210515739185,-802.5403876171893
0.28182370612041385,-7.983333333333333,-2466272871534.5864,1.3916499621231702,-830.4436263786141
0.26537914433882237,-8.457222222222223,-2351292650486.951,1.423644077815391,-857.5037859770194
0.2480098812618019,-8.907777777777778,-2233247377921.511,1.4552303375107356,-883.9114747819677
0.22976510268190115,-9.12238928995037,-107.3057560862959,1.4863377752702962,-904.845097570722
0.21069701280917102,-9.730833333333333,-1969458114003.2534,1.5168977778478643,-934.6363603336728
0.19086071037106958,-9.918151219050714,-93.65894285869017,1.5468443322990812,-954.634893763684
0.17031405428487872,-10.27332804309542,-177.58841202235305,1.5761142626842786,-978.2748440780368
0.1491175191840501,-10.598267550414297,-162.46975365943845,1.60464745488476,-1000.981144061173
0.127334041117159,-10.891739033445539,-146.73574151562084,1.632387068599905,-1022.6841341611474
0.10502885377489146,-11.271944444444445,-1194462440522.6843,1.6592797356442879,-1046.0942145364295
0.08226930241191598,-11.481944444444444,-1022504895119.4133,1.6852757437197001,-1065.202060084194
0.059124623398165536,-11.656875,-846031145234.24,1.7103292048963068,-1083.105169289869
0.03566579580103961,-11.729413798562954,-36.269399281477064,1.7343982080999947,-1098.1884664286029
0.01196535806731447,-11.898350694444444,-481703290607.25336,1.7574449549689124,-1115.086096809404
-0.011902795869809945,-11.934076968562197,-17.86313705887642,1.7794358785110993,-1128.37379086902
-0.03586362713366073,-11.98041563192538,-23.16933168159172,1.8003417440665423,-1141.409252933881
-0.05984116851286097,-11.997569444444444,-88057931200.5689,1.820137732150829,-1153.2318001363299
-0.08379690698351354,-11.977869235326274,9.850104559085073,1.8388035028333314,-1163.6386147307314
-0.10761513363738784,-11.90911332693714,34.37795419456699,1.856323241380318,-1172.318553653922
-0.13121826492206695,-11.734722222222222,668968893216.8534,1.8726856849722324,-1177.9023045211038
-0.15452870721768244,-11.569166666666666,861233176044.0889,1.8878841303841813,-1183.1046066725028
-0.17746909492339366,-11.364722222222222,1055559992094.1511,1.9019164225991723,-1186.7775092294976
-0.19996253053904472,-11.122222222222222,1245951717689.5645,1.914784924404477,-1188.9330639569987
-0.22193282599258235,-10.985147726768803,68.53724772670938,1.9264964671022686,-1193.015124121081
-0.24330474444929462,-10.523888888888889,1621999823264.2666,1.937062282546106,-1188.695644397779
-0.26400424182682614,-10.169444444444444,1804484727954.0444,1.9464979167945278,-1186.3352872463925
-0.28395870723025884,-9.977232701716346,96.10587136404894,1.9548231257516249,-1187.288172427685
-0.30309720151449626,-9.5692471421187,203.99277979882305,1.9620617532416595,-1182.4460932499235
-0.3213506931767299,-9.126745831116798,221.25065550095061,1.9682415920402485,-1176.1867668114116
-0.33865229077998615,-8.402222222222223,2487754200980.9243,1.9733942284579544,-1162.534383666442
-0.35493747110973217,-8.142590164873003,129.81602867461007,1.9775548711430928,-1159.5730566822344
-0.3701443022692327,-7.603415579750243,269.58729256137934,1.9807621648387488,-1149.3099557161884
-0.38421366092591247,-7.034679328339893,284.3681257051751,1.9830579898941936,-1137.8118075725583
-0.39708944293031434,-6.1305555555555555,3075812895686.6665,1.9844872483927354,-1117.6859955430089
-0.4087187665414513,-5.814661805568466,157.9468749935445,1.98509763781631,-1111.3452982554215
-0.41905216750736374,-4.835,3319658158921.973,1.9853151435098193,-1088.4606415731184
-0.4280437852675611,-4.495808880098674,169.59555995066273,1.9844399507603243,-1080.7564584497727
-0.4356515395646522,-3.451111111111111,3530482210706.7866,1.982901498529127,-1055.516530927264
-0.4418372967759177,-2.7316666666666665,3615008786246.0713,1.980756211825256,-1037.7802723145583
-0.4465670253017041,-1.9954663212435233,7320435010.025907,1.978062036887935,-1019.2886707367363
-0.4498109393763607,-1.2461111111111112,3761465718544.331,1.9748781619402664,-972.7332982286925
-0.4515436306988678,-0.485,3816507062237.1865,1.9712647331598125,-857.1025986143486
-0.4517441873142808,0.28555555555555556,3861424984223.638,1.967282567096584,-686.307417886304
-0.45039629921353563,1.0633333333333332,3897007621626.094,1.9629928607853824,-471.5551255990279
-0.4474883501579428,1.8455555555555556,3918942601754.5244,1.958456900810511,-221.9230457771679
-0.4429762965531626,2.63671875,299422116637.75,1.9537019018656312,57.44641422602308
-0.43696972402128204,3.024656619915457,195.3491513051484,1.9488900711184955,337.70333804437644
-0.429359908131765,4.195555555555556,3909600965570.28,1.9439796145019255,611.1499144370536
-0.42019183426650114,4.971666666666667,3879398057430.6665,1.9390631614063336,821.1595492549562
-0.40947822105692866,5.740555555555556,3840559181721.938,1.9341981337787115,963.7878329775612
-0.3972367203517627,6.498888888888889,3784410158415.2446,1.929440345973426,1048.6489856515518
-0.3834899024897931,7.245555555555556,3724443110728.311,1.9248437414929758,1095.3521042484324
-0.36826522548707336,7.976666666666667,3646195976885.0757,1.9204601384904656,1122.2904478440876
-0.35159498807911993,8.690555555555555,3557211716453.831,1.9163389851477959,1141.0170344093558
-0.33351626661368183,9.384444444444444,3453597501368.4443,1.9125271260016288,1156.7982525365012
-0.3140708358452722,10.056666666666667,3342184158511.5913,1.9090685802425105,1171.501779836246
-0.2933050737387851,10.704444444444444,3218206153024.0356,1.9060043329613672,1185.6215781261083
-0.27126985044594976,11.32611111111111,3087462387348.427,1.9033721402621087,1199.2676228085452
-0.2480204016748976,11.624724385526061,149.30663720747526,1.901206349099541,1205.3447342074383
-0.22361618672953784,12.202107472679874,288.69154357690593,1.8995377326384606,1218.356088634613
-0.19812073155151358,13.009444444444444,2619262072578.844,1.8983933418629253,1237.141140798748
-0.17160145715308298,13.25963719921529,125.09637738542246,1.8977963740946158,1242.793027913383
-0.14412949388409227,13.961944444444445,2261435614971.5913,1.89776605900759,1259.589640573288
-0.11577948203002913,14.381666666666666,2068260511242.88,1.8983175626573732,1269.8825800002971
-0.08662935929088435,14.761666666666667,1867545658891.5022,1.8994619099636367,1279.3759382548049
-0.056760135741816695,14.934611774533813,86.47255393357327,1.9012059259988723,1284.4003140861064
-0.026255656926371176,15.39673611111111,1446122887930.2578,1.9035521963521025,1296.664951367188
0.004797658999043668,15.649175347222222,1226153882833.0845,1.9064990467536176,1304.1911318824048
0.036311123286377534,15.756732143666918,53.77839822234782,1.9100405420628275,1308.5404418542475
0.06819399859613309,15.941437654877765,92.35275560542347,1.9141665046369463,1315.052665106225
0.1003537602063342,16.133472222222224,536342858203.4133,1.9188625520137257,1322.047281082454
0.1326963801411784,16.17130996742209,18.91887259993295,1.9241101537572143,1325.6305393008374
0.16512661837672069,16.215119117771124,21.90457517451703,1.9298867072319013,1329.647481652309
0.19754832019051843,16.21085090689886,-2.13410543613257,1.936165631987981,1332.784942593016
0.22986471869164157,16.115833333333335,-423998064559.4667,1.9429164823591984,1333.9987031921576
0.2619787415401883,15.99,-670650278671.3066,1.9501050777951916,1334.715490425711
0.2937933208414438,15.907289650627723,-41.35517468613866,1.9576940630454946,1336.7017714580431
0.32521170517931325,15.709192168934724,-99.04874084649941,1.965642652507411,1336.1093595466045
0.35613777273670866,15.323888888888888,-1392561942054.9866,1.9739063950693252,1331.173120171698
0.3864763444372969,15.169285850294104,-77.30151929739198,1.9824377834923346,1331.9755032434873
0.41613349603437094,14.642777777777777,-1859466437998.3823,1.991186463893445,1323.9045428514803
0.4450168680708373,14.233333333333333,-2085193498051.9822,2.0000994586139536,1318.768298574246
0.4730359726320625,13.778888888888888,-2308479033481.671,2.0091214015112877,1312.612483285512
0.5001024958113807,13.28111111111111,-2523521780637.013,2.018194784658098,1305.4455449405334
0.5261305948131442,13.014049500881741,-133.5308051146845,2.02726021538234,1303.8996296131174
0.551037188628274,12.453296907564903,-280.3762966584189,2.0362566825366915,1295.1939403640285
0.5747422412314093,11.53888888888889,-3138882966533.2446,2.045121830845118,1277.8155768888225
0.5971690362669118,11.213397517751234,-162.74568556882747,2.053792242138893,1274.697955163389
0.6182444422131544,10.537702973121334,-337.84727231494986,2.062203722264063,1262.9228314174118
0.6378991670407022,9.46111111111111,-3665442733951.6978,2.0702915924173704,1241.1958777393531
0.6560680014100208,8.702222222222222,-3825006867778.791,2.077990983648079,1227.0340331647812
0.6726900494882619,8.31102403912059,-195.59909155081615,2.0852371332490987,1221.6500508185854
0.687708946502313,7.5094485070255,-400.7877660475444,2.0919656817523493,1205.974651843969
0.7010730621865852,6.682057842136096,-413.6953324447013,2.098112969240442,1189.3814773577685
0.7127356893287978,5.398888888888889,-4327705861772.3555,2.103616329689521,1161.2920456445079
0.7226552166652022,4.959763668202162,-219.56261034336347,2.108414382066476,1153.5650597191213
0.7307952854280721,3.62,-4503943716968.436,2.1124473169176885,1123.3582769750983
0.7371258046995555,2.7088888888888887,-4567358056825.765,2.1156571772059003,1103.2774409179913
0.7416221826579367,1.7890625,-32308153758460.375,2.117988132176685,1082.5619655960993
0.7442645495915673,0.8549222797927462,-5440035513638.38,2.119386743066033,994.1068324597869
0.7450387226862294,-0.0811111111111111,-4685721778224.889,2.1198022194962913,821.4409210320188
0.7439362729539402,-1.021111111111111,-4702621150762.999,2.1191866654472546,582.5846049170385
0.7409545729771114,-1.96,-4695252927696.638,2.1174953137353327,292.2077138046512
0.7357556661843078,-2.953125,-2059593694862.5,2.114487583621399,-59.73749998976267
0.7293720705603746,-3.38954591959796,-231.72970758116645,2.1107231111209908,-380.6888013162804
0.7207951773537983,-4.747777777777777,-4596986014165.636,2.1055702994761836,-702.0840772980162
0.7103868102444799,-5.657777777777778,-4539570609592.0,2.0991981417126047,-935.4150848207545
0.6981733794606858,-6.553333333333334,-4469751988288.702,2.0915805616964924,-1080.4157839590193
0.6841869702550074,-7.43,-4371447973308.533,2.0826957246940094,-1158.118874764106
0.6684652527924427,-8.287777777777778,-4272605464022.933,2.0725261662184633,-1197.764679285205
0.651051372701605,-9.122222222222222,-4156143681774.6133,2.061058902974249,-1220.7060837106997
0.6319938225969844,-9.931111111111111,-4026578943519.573,2.048285525414002,-1237.3695101632777
0.6113462949523037,-10.712222222222222,-3887691344543.0933,2.034202271504726,-1251.409122333445
0.5891675167761603,-11.462222222222222,-3731313698034.4355,2.018810081379656,-1263.7471401238793
0.5655210666110569,-11.82322508255167,-180.5014301647237,2.00211463263488,-1265.874813490801
0.5404751744452979,-12.86111111111111,-3384355322688.1777,1.9841263561129803,-1283.8140062792718
0.5141025051937614,-13.186334625769689,-162.61175732930704,1.964860432099755,-1283.7231611044688
0.48647992646802896,-13.81128936286623,-312.4773685482702,1.9443367669440996,-1290.2455981617702
0.4576882614184401,-14.395832524794415,-292.2715809640921,1.9225799501948495,-1295.1088107924122
0.42781202749002023,-15.195,-2570885209599.5557,1.8996191924314192,-1304.479630478291
0.3969391619908351,-15.43643274959254,-120.71637479627017,1.8754882440474616,-1299.7220730865272
0.36516073542469446,-16.1,-2109553288592.4622,1.850225295327974,-1304.486877101184
0.33257065359010224,-16.295040917296095,-97.52045864804684,1.8238728582398755,-1297.3620847176787
0.2992653494938194,-16.815,-1624778167847.2178,1.7964776304337904,-1297.4159532361437
0.26534346616990545,-17.098333333333333,-1375015733434.169,1.7680903420287546,-1291.2169677680895
0.23090553153373825,-17.33111111111111,-1122334987813.0845,1.7387655857927,-1283.2549505623324
0.1960536264348128,-17.51222222222222,-863386813583.4312,1.7085616313843492,-1273.536460573116
0.1608910471021354,-17.641666666666666,-604252969316.4445,1.677540224497279,-1262.0985217724442
0.12552194917782653,-17.718888888888888,-343673958340.01776,1.645766371787396,-1248.9650944020855
0.09005096133183722,-17.743472222222223,-79846812067.12889,1.6133081124911965,-1234.169802999224
0.05458288205388093,-17.715833333333332,182208691826.24,1.5802362776957883,-1217.7655166679856
0.0192223469737809,-17.636006944444443,442960004191.8578,1.54662423827229,-1199.7987007157037
-0.015926517384702653,-17.504270833333333,702174691788.4445,1.5125476425303344,-1180.3231441501403
-0.050760437968064995,-17.321180555555557,958563519880.96,1.4780841446928246,-1159.4005410394575
-0.08517733640863932,-17.08736111111111,1211849696425.422,1.4433131253265987,-1137.095771454222
-0.1190766658334088,-16.80375,1460314320792.32,1.4083154048961526,-1113.4830519534657
-0.15235974202137453,-16.47138888888889,1702853103770.7734,1.3731729516339013,-1088.6416907601242
-0.18493006768328554,-16.09111111111111,1942069451612.0178,1.3379685849415215,-1062.6486164397086
-0.2166936486609644,-15.664722222222222,2172419032666.6843,1.3027856755526457,-1035.602946176105
-0.24755930087176914,-15.19361111111111,2394063464900.64,1.2677078436975124,-1007.590569056148
-0.2774389468568314,-14.678888888888888,2611428293311.36,1.2328186565150825,-978.685540289103
-0.30624790082949305,-14.123333333333333,2813685446533.938,1.1982013259576116,-948.9959309973415
-0.3339051411626985,-13.527777777777779,3010830378393.067,1.1639384084267368,-918.5868400082885
-0.36033356930083954,-12.894444444444444,3200254138627.4136,1.130111507368834,-887.5572478078077
-0.38546025413252355,-12.226111111111111,3375010618665.6533,1.0968009800408107,-856.0191507576689
-0.40921666091575504,-11.525,3534859250991.289,1.0640856496356872,-824.0701911390249
-0.4315388639058812,-10.792222222222222,3691743457319.431,1.032042523930421,-791.7805624580448
-0.45236774189912715,-10.414438996622968,188.89161279962678,1.0007465215865738,-767.6493052570058
-0.4716491559703903,-9.640707035631571,386.86598049569784,0.9702702071977748,-735.2616720107696
-0.48933410875294286,-8.84247639127627,399.1153221776505,0.9406835361366371,-702.8099772581
-0.505378884679485,-8.02238796327106,410.0442140026047,0.9120536102081358,-670.387099071565
-0.5197451706783757,-6.757777777777778,4257054786431.2446,0.8844444450665382,-628.9178817555318
-0.532400156895499,-6.327493108561671,215.14233460805323,0.8579167502991452,-605.9909925703544
-0.5433166170907979,-5.02,4385806454611.5376,0.8325277230225718,-564.8143037823866
-0.5524729684387447,-4.135555555555555,4429741778828.524,0.8083308557762736,-533.3352828392248
